Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
2022-12-04,2,42000,1255,1 out of 3,Super Area,BTM Layout,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2024-01-28,2,25000,511,8 out of 14,Super Area,Pitampura,Delhi,Semi-Furnished,Bachelors,1,Contact Agent
2023-11-16,2,17500,822,3 out of 4,Super Area,T Nagar,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent
2022-03-03,3,99500,1201,3 out of 6,Super Area,Worli,Mumbai,Furnished,Bachelors,3,Contact Owner
2024-01-10,3,21500,1150,Ground out of 5,Super Area,Jubilee Hills,Hyderabad,Unfurnished,Bachelors,4,Contact Owner
2023-06-21,2,46000,1121,Ground out of 1,Carpet Area,Indiranagar,Bangalore,Furnished,Family,2,Contact Agent
2023-08-02,2,36000,813,7 out of 11,Super Area,Hauz Khas,Delhi,Semi-Furnished,Family,3,Contact Owner
2023-01-22,5,71500,1301,Ground out of 4,Built Area,Dwarka,Delhi,Furnished,Family,4,Contact Owner
2023-06-25,2,25000,1156,2 out of 3,Super Area,Kukatpally,Hyderabad,Furnished,Bachelors/Family,3,Contact Agent
2023-11-05,2,53000,851,6 out of 11,Super Area,Juhu,Mumbai,Unfurnished,Bachelors/Family,3,Contact Owner
2022-06-16,2,107500,1481,7 out of 10,Carpet Area,Borivali,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
2022-03-22,2,21500,973,9 out of 15,Carpet Area,Kukatpally,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
2023-02-11,3,32500,1275,3 out of 8,Super Area,Kukatpally,Hyderabad,Furnished,Bachelors/Family,3,Contact Builder
2023-08-23,1,32000,1204,2 out of 8,Carpet Area,BTM Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-07,2,13500,1030,4 out of 10,Super Area,Ballygunge,Kolkata,Furnished,Bachelors/Family,3,Contact Owner
2022-07-11,2,11500,1107,Ground out of 1,Super Area,New Town,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2022-10-26,2,19000,755,6 out of 7,Carpet Area,Perambur,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-23,2,29000,1766,4 out of 6,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors,1,Contact Builder
2024-01-09,2,51500,1312,2 out of 4,Super Area,HSR Layout,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-12-04,2,25000,2113,5 out of 9,Built Area,New Town,Kolkata,Furnished,Bachelors/Family,3,Contact Owner
2023-02-12,2,19000,1199,2 out of 4,Built Area,Anna Nagar,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
2023-01-09,2,29000,658,5 out of 9,Super Area,Electronic City,Bangalore,Semi-Furnished,Family,3,Contact Agent
2023-03-25,4,91000,1040,7 out of 9,Carpet Area,Thane,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
2022-06-07,3,36500,1066,1 out of 7,Super Area,Electronic City,Bangalore,Unfurnished,Bachelors,2,Contact Owner
2023-03-05,2,21000,1696,7 out of 13,Super Area,Howrah,Kolkata,Furnished,Family,2,Contact Agent
2023-11-12,1,20000,1067,4 out of 10,Built Area,Gachibowli,Hyderabad,Semi-Furnished,Family,1,Contact Agent
2022-04-19,2,44000,1163,8 out of 12,Super Area,Jayanagar,Bangalore,Furnished,Family,3,Contact Agent
2024-03-01,1,69000,1250,2 out of 6,Carpet Area,Thane,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent
2022-05-26,3,15500,998,Ground out of 6,Super Area,Park Street,Kolkata,Furnished,Family,4,Contact Agent
2022-02-15,2,27000,877,1 out of 4,Super Area,Marathahalli,Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-06-13,1,14000,1347,3 out of 8,Built Area,Salt Lake,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
2023-09-21,3,45000,840,2 out of 8,Carpet Area,BTM Layout,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
2022-07-11,2,34500,907,3 out of 8,Carpet Area,Rohini,Delhi,Semi-Furnished,Bachelors,2,Contact Owner
2023-02-06,2,37500,962,3 out of 8,Built Area,Jayanagar,Bangalore,Furnished,Bachelors,2,Contact Agent
2022-03-28,1,15500,1085,6 out of 11,Carpet Area,Banjara Hills,Hyderabad,Unfurnished,Bachelors,1,Contact Builder
2023-08-12,1,12500,1151,2 out of 4,Super Area,Ballygunge,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-07-11,2,20500,1163,2 out of 4,Built Area,Velachery,Chennai,Semi-Furnished,Bachelors,2,Contact Agent
2023-10-31,3,56500,1086,8 out of 13,Super Area,BTM Layout,Bangalore,Furnished,Bachelors/Family,4,Contact Owner
2022-10-27,2,23500,1400,5 out of 7,Super Area,T Nagar,Chennai,Semi-Furnished,Family,2,Contact Agent
2023-08-10,2,89000,1014,3 out of 4,Carpet Area,Thane,Mumbai,Furnished,Bachelors,3,Contact Agent
2022-04-15,2,46500,572,3 out of 7,Super Area,Thane,Mumbai,Unfurnished,Bachelors/Family,3,Contact Builder
2024-03-05,3,17500,1111,Ground out of 1,Super Area,Behala,Kolkata,Furnished,Family,2,Contact Owner
2022-07-31,2,31000,876,3 out of 5,Carpet Area,Lajpat Nagar,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2023-11-27,3,75500,703,3 out of 8,Carpet Area,Juhu,Mumbai,Furnished,Bachelors,4,Contact Owner
2022-11-26,1,45500,934,1 out of 7,Super Area,Powai,Mumbai,Unfurnished,Family,1,Contact Builder
2024-02-27,3,48000,1388,2 out of 8,Carpet Area,Karol Bagh,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-04-06,2,70500,973,3 out of 9,Built Area,Malad,Mumbai,Furnished,Family,3,Contact Owner
2023-05-22,5,24000,1354,8 out of 10,Super Area,Salt Lake,Kolkata,Semi-Furnished,Bachelors/Family,6,Contact Owner
2022-02-17,2,39000,881,6 out of 7,Super Area,Jayanagar,Bangalore,Furnished,Bachelors,2,Contact Agent
2022-05-16,3,107000,1361,1 out of 7,Super Area,Borivali,Mumbai,Furnished,Family,3,Contact Owner
2023-10-03,2,15500,1440,1 out of 5,Carpet Area,Dum Dum,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2023-06-16,3,58000,1418,Ground out of 2,Super Area,HSR Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2023-01-28,2,7000,448,2 out of 4,Super Area,Salt Lake,Kolkata,Semi-Furnished,Family,1,Contact Builder
2022-05-27,3,107000,1254,3 out of 9,Super Area,Powai,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
2023-12-05,2,72000,1082,6 out of 11,Super Area,Powai,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-24,4,32500,1507,8 out of 11,Carpet Area,Perambur,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
2022-11-05,2,56000,1416,5 out of 11,Super Area,Dwarka,Delhi,Furnished,Bachelors,1,Contact Agent
2022-09-04,2,48500,1184,2 out of 3,Carpet Area,Saket,Delhi,Furnished,Bachelors/Family,3,Contact Agent
2023-03-07,3,25000,1203,2 out of 7,Built Area,Velachery,Chennai,Semi-Furnished,Family,2,Contact Builder
2022-02-10,2,35500,1258,Ground out of 2,Super Area,HSR Layout,Bangalore,Unfurnished,Family,1,Contact Agent
2023-07-05,4,126500,1302,Ground out of 5,Super Area,Borivali,Mumbai,Semi-Furnished,Bachelors,4,Contact Agent
2023-10-12,2,29000,1460,1 out of 6,Carpet Area,Madhapur,Hyderabad,Furnished,Bachelors,1,Contact Owner
2022-04-29,3,21000,1670,Ground out of 4,Super Area,Salt Lake,Kolkata,Furnished,Bachelors/Family,2,Contact Builder
2023-05-24,3,20000,707,4 out of 6,Super Area,Velachery,Chennai,Furnished,Bachelors,2,Contact Agent
2022-12-10,2,30000,578,5 out of 6,Carpet Area,HSR Layout,Bangalore,Furnished,Bachelors/Family,3,Contact Agent
2022-06-20,2,28000,1245,Ground out of 5,Super Area,Perambur,Chennai,Furnished,Family,1,Contact Agent
2022-09-08,2,36000,1238,Ground out of 1,Carpet Area,Koramangala,Bangalore,Unfurnished,Bachelors,1,Contact Owner
2022-09-12,2,59500,1197,2 out of 5,Super Area,Kurla,Mumbai,Unfurnished,Bachelors/Family,2,Contact Builder
2022-02-17,4,42000,1555,1 out of 6,Super Area,T Nagar,Chennai,Furnished,Bachelors/Family,4,Contact Owner
2022-10-26,1,11500,646,Ground out of 2,Super Area,Nungambakkam,Chennai,Unfurnished,Bachelors,1,Contact Owner
2023-07-14,3,30000,1414,5 out of 11,Super Area,Kukatpally,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent
2024-02-17,2,63500,1267,7 out of 8,Carpet Area,Dwarka,Delhi,Furnished,Bachelors,2,Contact Agent
2023-12-30,2,15000,1244,8 out of 10,Super Area,Ballygunge,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-17,1,23500,882,3 out of 8,Super Area,HSR Layout,Bangalore,Unfurnished,Bachelors,1,Contact Agent
2023-02-07,3,17500,1559,1 out of 4,Super Area,New Town,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-09,3,20000,1331,5 out of 6,Super Area,Behala,Kolkata,Furnished,Bachelors/Family,3,Contact Owner
2022-05-03,2,86500,1109,1 out of 4,Carpet Area,Thane,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
2022-09-12,2,85000,1249,Ground out of 6,Super Area,Malad,Mumbai,Furnished,Bachelors,3,Contact Agent
2024-02-06,2,35500,1059,5 out of 10,Super Area,BTM Layout,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Builder
2022-07-22,2,26500,1052,9 out of 11,Super Area,Kukatpally,Hyderabad,Furnished,Bachelors,2,Contact Owner
2022-07-22,2,20500,1482,Ground out of 1,Built Area,Adyar,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent
2023-03-20,2,18500,1450,Ground out of 5,Super Area,Ballygunge,Kolkata,Furnished,Family,1,Contact Builder
2022-02-05,2,16500,1314,1 out of 3,Built Area,New Town,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2023-03-06,3,23000,1070,1 out of 3,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Builder
2023-05-07,3,47500,711,5 out of 8,Super Area,Karol Bagh,Delhi,Furnished,Family,4,Contact Agent
2024-03-08,3,30500,1512,3 out of 4,Super Area,Banjara Hills,Hyderabad,Unfurnished,Bachelors,3,Contact Owner
2022-09-30,1,29000,1103,1 out of 3,Built Area,HSR Layout,Bangalore,Semi-Furnished,Bachelors,1,Contact Builder
2022-06-30,3,46000,2068,2 out of 4,Carpet Area,Kukatpally,Hyderabad,Furnished,Family,4,Contact Owner
2023-05-20,3,56500,1240,3 out of 5,Carpet Area,Lajpat Nagar,Delhi,Semi-Furnished,Family,4,Contact Owner
2022-07-26,2,28000,1339,Ground out of 5,Super Area,Jubilee Hills,Hyderabad,Furnished,Bachelors/Family,2,Contact Agent
2023-01-09,2,33500,868,5 out of 10,Super Area,Lajpat Nagar,Delhi,Unfurnished,Family,1,Contact Owner
2023-10-17,2,101000,1460,4 out of 8,Super Area,Powai,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-29,3,32500,1869,1 out of 6,Carpet Area,Perambur,Chennai,Semi-Furnished,Bachelors,2,Contact Builder
2022-02-03,2,21500,923,5 out of 10,Carpet Area,Mylapore,Chennai,Furnished,Bachelors/Family,3,Contact Owner
2022-06-21,3,63000,1225,1 out of 4,Super Area,Rohini,Delhi,Furnished,Bachelors,4,Contact Builder
2023-12-11,4,16000,922,1 out of 3,Super Area,Park Street,Kolkata,Unfurnished,Bachelors,3,Contact Agent
2023-01-23,2,67500,950,6 out of 10,Super Area,Powai,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-02-04,2,26000,836,1 out of 2,Carpet Area,Whitefield,Bangalore,Unfurnished,Bachelors,1,Contact Agent
2022-12-13,1,33500,1266,3 out of 4,Super Area,HSR Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-12-06,5,32000,1150,1 out of 2,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors/Family,5,Contact Agent
2022-02-20,5,82500,1355,1 out of 2,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors,5,Contact Agent
2022-07-31,3,27500,1276,1 out of 2,Super Area,Nungambakkam,Chennai,Furnished,Bachelors/Family,3,Contact Owner
2023-02-01,3,46000,1141,Ground out of 5,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-03-05,2,19000,334,5 out of 10,Super Area,Saket,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2023-06-20,3,59500,1145,3 out of 7,Super Area,Saket,Delhi,Furnished,Bachelors,4,Contact Builder
2022-02-05,5,49000,2191,2 out of 8,Super Area,Adyar,Chennai,Unfurnished,Bachelors/Family,6,Contact Builder
2022-08-05,3,23500,1226,2 out of 4,Super Area,Kukatpally,Hyderabad,Unfurnished,Bachelors,4,Contact Agent
2022-11-24,1,52000,1690,5 out of 8,Carpet Area,Lajpat Nagar,Delhi,Furnished,Bachelors,1,Contact Owner
2023-12-19,4,24500,1434,2 out of 3,Carpet Area,Howrah,Kolkata,Furnished,Bachelors,3,Contact Agent
2024-03-09,3,35000,1371,7 out of 12,Carpet Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,3,Contact Agent
2022-06-26,3,73500,966,3 out of 4,Carpet Area,Dadar,Mumbai,Unfurnished,Family,4,Contact Owner
2024-02-03,2,39500,1130,4 out of 5,Carpet Area,Jayanagar,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner
2022-04-11,4,36000,1251,5 out of 11,Super Area,Nungambakkam,Chennai,Furnished,Family,4,Contact Owner
2023-02-21,1,32500,898,1 out of 3,Super Area,Rohini,Delhi,Semi-Furnished,Family,2,Contact Owner
2022-05-19,2,6500,394,4 out of 8,Super Area,New Town,Kolkata,Unfurnished,Family,3,Contact Agent
2023-12-23,4,40000,1816,2 out of 5,Super Area,Gachibowli,Hyderabad,Furnished,Family,3,Contact Owner
2022-07-01,2,37000,994,2 out of 6,Super Area,Hauz Khas,Delhi,Semi-Furnished,Bachelors,2,Contact Owner
2022-02-20,3,23000,909,1 out of 5,Carpet Area,Adyar,Chennai,Furnished,Family,3,Contact Owner
2022-01-10,4,54500,1019,3 out of 9,Super Area,Karol Bagh,Delhi,Unfurnished,Bachelors,3,Contact Agent
2023-10-21,4,49000,1779,4 out of 10,Carpet Area,Porur,Chennai,Furnished,Family,5,Contact Owner
2023-06-08,2,38500,1356,3 out of 4,Super Area,BTM Layout,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2023-10-18,5,23000,1392,Ground out of 3,Carpet Area,Ballygunge,Kolkata,Semi-Furnished,Bachelors,5,Contact Owner
2023-02-18,4,54000,1013,6 out of 11,Super Area,Whitefield,Bangalore,Semi-Furnished,Family,4,Contact Agent
2022-02-06,2,12500,1117,2 out of 8,Super Area,Ballygunge,Kolkata,Semi-Furnished,Bachelors,1,Contact Builder
2023-01-03,3,31000,1530,5 out of 11,Carpet Area,Kondapur,Hyderabad,Unfurnished,Bachelors/Family,4,Contact Agent
2023-07-27,2,22000,1078,4 out of 10,Super Area,HITEC City,Hyderabad,Unfurnished,Family,1,Contact Owner
2023-01-16,4,57000,1027,5 out of 8,Carpet Area,Karol Bagh,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner
2023-05-28,3,49000,1437,2 out of 4,Carpet Area,HSR Layout,Bangalore,Unfurnished,Bachelors/Family,3,Contact Builder
2023-04-14,4,101500,1311,2 out of 7,Super Area,Worli,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Builder
2023-04-08,2,54500,1348,3 out of 4,Built Area,Hauz Khas,Delhi,Furnished,Bachelors/Family,3,Contact Owner
2023-03-16,2,39000,983,3 out of 9,Carpet Area,Indiranagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-07-15,2,18000,1014,6 out of 11,Super Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-11-10,3,69500,720,2 out of 7,Super Area,Andheri East,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Builder
2022-05-18,1,29000,611,2 out of 8,Carpet Area,Hauz Khas,Delhi,Furnished,Bachelors/Family,1,Contact Agent
2024-01-15,5,56000,875,Ground out of 2,Built Area,BTM Layout,Bangalore,Semi-Furnished,Bachelors/Family,5,Contact Builder
2022-09-19,2,41000,1149,2 out of 8,Carpet Area,Dwarka,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2023-01-25,3,24000,1141,Ground out of 4,Super Area,Kondapur,Hyderabad,Unfurnished,Bachelors,4,Contact Agent
2023-06-17,2,76000,980,4 out of 10,Super Area,Borivali,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2023-05-25,3,59500,1294,1 out of 2,Carpet Area,HSR Layout,Bangalore,Furnished,Family,4,Contact Owner
2022-08-01,3,42000,1108,Ground out of 4,Super Area,Lajpat Nagar,Delhi,Unfurnished,Family,3,Contact Owner
2022-04-03,4,22000,1522,4 out of 6,Super Area,Howrah,Kolkata,Furnished,Bachelors/Family,4,Contact Owner
2022-04-13,1,16000,652,1 out of 2,Built Area,Banjara Hills,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2023-11-11,4,60500,1377,Ground out of 2,Super Area,Dwarka,Delhi,Semi-Furnished,Bachelors,4,Contact Owner
2022-04-27,2,13000,1195,5 out of 7,Carpet Area,New Town,Kolkata,Unfurnished,Family,2,Contact Owner
2024-01-14,2,21000,1067,Ground out of 6,Carpet Area,Velachery,Chennai,Furnished,Bachelors/Family,2,Contact Builder
2024-03-08,5,138000,1398,1 out of 5,Carpet Area,Thane,Mumbai,Furnished,Family,4,Contact Agent
2023-03-28,3,40000,1382,Ground out of 4,Super Area,Marathahalli,Bangalore,Unfurnished,Bachelors,4,Contact Builder
2023-11-17,1,76000,1127,4 out of 6,Carpet Area,Dadar,Mumbai,Furnished,Bachelors,2,Contact Agent
2023-01-30,2,45000,1216,4 out of 10,Super Area,Jayanagar,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-19,3,63500,1676,5 out of 9,Built Area,Janakpuri,Delhi,Unfurnished,Bachelors,4,Contact Owner
2022-03-22,3,65000,649,2 out of 4,Super Area,Kurla,Mumbai,Furnished,Family,3,Contact Owner
2022-04-16,2,21000,1040,4 out of 5,Super Area,Nungambakkam,Chennai,Semi-Furnished,Family,3,Contact Owner
2022-07-31,2,23500,1405,6 out of 11,Built Area,Porur,Chennai,Semi-Furnished,Family,3,Contact Agent
2023-04-30,3,16500,1366,4 out of 9,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
2023-07-15,3,14000,1126,5 out of 8,Super Area,New Town,Kolkata,Semi-Furnished,Bachelors/Family,4,Contact Agent
2023-09-18,2,20000,903,2 out of 5,Carpet Area,Kondapur,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
2023-11-20,2,39500,816,Ground out of 6,Super Area,Karol Bagh,Delhi,Furnished,Family,2,Contact Owner
2023-07-21,1,18500,775,3 out of 4,Built Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent
2022-04-17,3,29000,1517,4 out of 6,Carpet Area,Velachery,Chennai,Unfurnished,Bachelors,3,Contact Builder
2022-10-29,3,23000,1085,1 out of 4,Built Area,Anna Nagar,Chennai,Unfurnished,Bachelors,4,Contact Owner
2023-10-10,3,26000,1175,4 out of 9,Super Area,Perambur,Chennai,Semi-Furnished,Bachelors,2,Contact Agent
2023-10-15,2,55500,1806,3 out of 9,Super Area,Lajpat Nagar,Delhi,Semi-Furnished,Bachelors,3,Contact Builder
2022-01-14,3,57000,1604,6 out of 10,Carpet Area,Electronic City,Bangalore,Semi-Furnished,Bachelors,3,Contact Builder
2022-09-14,1,23500,1059,9 out of 15,Carpet Area,HITEC City,Hyderabad,Furnished,Bachelors,1,Contact Owner
2024-01-28,3,46000,1034,Ground out of 6,Super Area,Pitampura,Delhi,Unfurnished,Bachelors/Family,4,Contact Agent
2022-02-18,4,36500,1649,1 out of 7,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,5,Contact Agent
2023-12-23,2,31000,1442,5 out of 11,Super Area,Nungambakkam,Chennai,Furnished,Bachelors,3,Contact Owner
2022-03-18,3,16000,1496,2 out of 8,Built Area,New Town,Kolkata,Semi-Furnished,Bachelors,4,Contact Agent
2022-01-06,5,66000,1246,1 out of 4,Carpet Area,Lajpat Nagar,Delhi,Semi-Furnished,Bachelors/Family,6,Contact Owner
2023-07-18,2,46500,1117,2 out of 7,Carpet Area,Electronic City,Bangalore,Furnished,Family,1,Contact Agent
2023-02-18,1,31500,1073,2 out of 7,Super Area,Indiranagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2024-02-10,2,78000,1085,3 out of 8,Built Area,Dadar,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-11-25,1,14500,1237,7 out of 13,Built Area,Salt Lake,Kolkata,Furnished,Bachelors/Family,2,Contact Agent
2023-04-02,4,40000,1746,3 out of 8,Built Area,Perambur,Chennai,Semi-Furnished,Bachelors,3,Contact Owner
2023-11-18,1,17500,1097,3 out of 5,Super Area,T Nagar,Chennai,Furnished,Bachelors,2,Contact Builder
2022-03-15,3,18500,1438,5 out of 11,Carpet Area,Dum Dum,Kolkata,Semi-Furnished,Bachelors/Family,4,Contact Agent
2023-08-12,3,16000,1391,1 out of 2,Super Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2024-01-08,4,57000,1027,3 out of 9,Super Area,Rohini,Delhi,Semi-Furnished,Bachelors,4,Contact Owner
2022-11-05,1,18000,1057,1 out of 7,Built Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
2023-07-13,1,17500,1078,Ground out of 4,Super Area,HITEC City,Hyderabad,Semi-Furnished,Family,1,Contact Owner
2023-07-21,5,94500,1781,7 out of 8,Carpet Area,Jayanagar,Bangalore,Furnished,Family,4,Contact Builder
2024-01-14,1,19500,1099,1 out of 7,Built Area,Banjara Hills,Hyderabad,Furnished,Bachelors,1,Contact Agent
2023-11-19,2,32500,1009,1 out of 3,Carpet Area,Electronic City,Bangalore,Unfurnished,Bachelors/Family,3,Contact Owner
2023-05-14,4,34500,1498,1 out of 6,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors,5,Contact Owner
2023-09-24,2,44500,1516,2 out of 5,Built Area,Jayanagar,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-08-15,2,14000,1133,Ground out of 2,Built Area,Salt Lake,Kolkata,Furnished,Bachelors,3,Contact Builder
2024-03-04,3,24000,1744,2 out of 5,Super Area,Ballygunge,Kolkata,Furnished,Bachelors/Family,3,Contact Agent
2022-09-27,2,48500,1449,6 out of 8,Carpet Area,Indiranagar,Bangalore,Furnished,Bachelors,1,Contact Builder
2024-02-27,4,23000,1510,3 out of 7,Carpet Area,Behala,Kolkata,Semi-Furnished,Family,3,Contact Builder
2022-08-17,2,24500,1215,Ground out of 4,Super Area,Kukatpally,Hyderabad,Semi-Furnished,Bachelors,1,Contact Builder
2023-12-02,3,34500,1149,4 out of 9,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors,3,Contact Owner
2023-01-03,3,66500,1853,4 out of 8,Carpet Area,Lajpat Nagar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Builder
2023-02-02,2,84500,878,6 out of 9,Carpet Area,Navi Mumbai,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
2023-08-16,4,47000,1985,5 out of 8,Built Area,Porur,Chennai,Furnished,Bachelors,3,Contact Owner
2023-06-13,3,26500,1179,1 out of 3,Carpet Area,Madhapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-03-20,2,16000,809,2 out of 4,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2024-01-08,3,26000,998,1 out of 4,Carpet Area,Kondapur,Hyderabad,Furnished,Bachelors/Family,2,Contact Agent
2023-08-30,2,67500,981,Ground out of 5,Super Area,Worli,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
2023-09-06,1,41000,1404,3 out of 7,Super Area,Lajpat Nagar,Delhi,Furnished,Bachelors,2,Contact Owner
2022-06-24,3,34500,1615,10 out of 14,Super Area,Madhapur,Hyderabad,Semi-Furnished,Family,4,Contact Builder
2023-12-04,3,59000,1196,1 out of 7,Carpet Area,Janakpuri,Delhi,Furnished,Bachelors,4,Contact Agent
2023-12-02,4,52500,1043,3 out of 8,Super Area,Whitefield,Bangalore,Semi-Furnished,Bachelors/Family,5,Contact Owner
